n,Budget,MaxValue,MaxValueDP,MaxValueDP Running Time,2-Approximation,2-Approximation Running Time,MinCostDP,MinCostDP Running Time,FPTAS,FPTAS Running Time
50,25279,978,28666,4003940,28666,29700,28666,3828203,28410,397045
50,16597,906,20687,2601129,20687,40697,20687,3508817,20520,399207
50,21881,997,25809,3482366,25809,28452,25809,3965017,25583,429561
50,6619,985,16001,1142467,15851,29388,16001,5288546,15868,564957
50,6303,993,15599,1058366,15338,29630,15599,4356511,15461,414937
50,7136,998,15049,1132766,15049,27448,15049,4026933,14910,398249
50,13719,965,21717,2198785,21707,29553,21717,3811584,21567,560084
50,3074,975,9766,475175,9555,26530,9766,3829830,9730,392727
50,4996,986,10841,758192,10841,21230,10841,4146967,10757,439076
50,15084,972,22496,2412691,22477,30674,22496,3878707,22307,390341
50,15695,974,22057,2602015,22006,33249,22057,4302951,21885,648045
50,20790,963,23856,3453849,23856,29460,23856,6930786,23641,396447
50,19691,968,20678,3090612,20630,30243,20678,5647039,20463,567354
50,22739,988,24022,5153346,23978,36647,24022,4239301,23800,417489
50,6683,999,16783,1044600,16783,31868,16783,4763744,16653,449043
50,9267,996,18416,1548732,18338,27607,18416,4094927,18276,389896
50,5707,999,14580,930095,14361,28619,14580,3944911,14475,473906
50,16380,990,18760,2487001,18710,26752,18760,3749341,18582,396573
50,20389,974,26076,3422009,26032,27556,26076,3645691,25859,386335
50,2760,998,13725,406252,13725,40992,13725,4128772,13622,420990
50,9742,987,15485,1599861,15429,96107,15485,3879757,15357,412820
50,13277,954,20930,2088687,20930,25775,20930,4666403,20739,759091
50,10910,975,20449,3038787,20449,35971,20449,4863494,20319,480012
50,13215,997,24824,2411969,24824,43449,24824,4647341,24635,385490
50,12437,995,19325,1938166,19325,26993,19325,3884682,19153,384792
50,16363,990,22497,4375626,22497,46331,22497,4995949,22284,507085
50,21800,997,26534,4000646,26534,39241,26534,4352795,26290,384280
50,11636,999,19626,1777094,19434,21561,19626,3834175,19440,382273
50,7994,984,15281,1188417,15281,19359,15281,3559880,15173,369491
50,21030,987,23653,3296970,23640,23768,23653,4359126,23411,380685
50,20605,999,22612,3128879,22612,21443,22612,3655235,22377,407654
50,8525,991,16724,1380712,16532,93832,16724,3778400,16579,402382
50,4131,869,10245,615376,10245,20722,10245,3195997,10167,371477
50,5373,983,13183,852527,13088,32567,13183,3958374,13103,370608
50,5483,983,13918,799671,13657,17776,13918,4239549,13820,381462
50,26395,983,27135,4173891,27135,21359,27135,3775242,26885,370862
50,6763,963,14850,996681,14824,17952,14850,3671114,14743,372174
50,7350,1000,13476,1252203,13358,18483,13476,4462938,13390,380121
50,19948,979,26617,3023666,26530,17942,26617,3866993,26393,394480
50,1696,986,7965,236203,7965,16546,7965,3592120,7897,376613
50,20597,978,23934,3107306,23926,20393,23934,4414457,23745,430865
50,4936,992,15794,805855,15759,17987,15794,3658267,15673,376465
50,3850,982,11797,566017,11761,15715,11797,3565191,11705,376170
50,6694,990,15488,1153268,15488,17856,15488,6058885,15364,538309
50,19725,981,23930,3995298,23744,47100,23930,4870734,23720,403428
50,14365,987,21246,2191057,21209,53419,21246,3683557,21072,423222
50,14413,956,20021,2244637,20021,38539,20021,3433706,19894,384212
50,9955,967,17928,1575793,17911,27487,17928,3553160,17792,433170
50,5672,971,13585,918704,13519,20820,13585,4338344,13467,470446
50,4952,987,11345,938603,11345,29520,11345,4163872,11251,499274
50,2627,920,7870,433888,7870,21910,7870,3428385,7810,379926
50,13772,991,20774,2087920,20744,26228,20774,4441848,20612,414498
50,23124,925,25709,3816258,25709,38695,25709,6495274,25502,736300
50,2641,981,6591,539401,6591,20747,6591,6952709,6543,727162
50,14663,1000,23638,3209177,23484,23261,23638,7156006,23490,735656
50,15972,955,23125,3588179,22930,32914,23125,6641612,22977,680851
50,4674,927,9781,1025613,9718,24114,9781,6917529,9705,952723
50,15942,998,22685,4529272,22594,49291,22685,7878827,22504,738505
50,16493,993,25508,4477546,25405,34117,25508,8056252,25331,812159
50,7959,985,19318,2031877,19318,32923,19318,8742285,19168,952853
50,15112,988,22048,3841720,21869,31731,22048,6926883,21864,809260
50,9156,983,22138,2165801,22138,23816,22138,7033137,21960,940241
50,12572,926,17895,4971333,17895,38983,17895,7795013,17751,745710
50,7018,996,14956,1793899,14934,32765,14956,7135882,14840,739310
50,11852,997,21512,2624537,21512,29594,21512,7693154,21345,819316
50,15524,999,22890,3573794,22801,30554,22890,7181667,22697,788126
50,6200,956,13602,1289106,13602,23770,13602,6351936,13527,667541
50,16337,983,23432,3407998,23218,23606,23432,7370239,23306,748010
50,13397,920,17256,2814309,17256,26599,17256,6257228,17121,741808
50,10621,985,15825,2279044,15702,16995,15825,6266922,15710,834523
50,22505,994,25895,5203391,25867,33432,25895,6430772,25684,701277
50,8598,980,15628,2018033,15581,28552,15628,8995679,15542,887934
60,13591,991,22737,4042946,22737,25356,22737,10017360,22578,1270033
60,28928,963,30543,7727809,30543,31629,30543,9998575,30342,1398733
60,4137,995,13665,1110040,13522,37030,13665,13357756,13581,644113
60,4682,956,15158,886834,15011,25102,15158,5058146,15080,645379
60,7256,994,15476,1309938,15476,17956,15476,5561573,15382,649316
60,20283,993,27809,3897623,27650,26162,27809,5513760,27655,774582
60,3450,922,10861,687254,10843,23104,10861,4902788,10802,660790
60,25250,985,25242,4936154,25191,30195,25242,5427636,25019,659426
60,17039,989,25812,3273446,25583,25196,25812,6181028,25672,668894
60,13707,970,22160,2565867,22104,22792,22160,5550296,22035,664182
60,20701,990,25066,3952096,25030,35187,25066,5841542,24882,698175
60,9318,990,19543,1849969,19358,63386,19543,5809674,19437,742841
60,30273,960,32364,6001969,32364,33954,32364,5712089,32192,679031
60,16568,981,22779,3127394,22779,47217,22779,5618626,22612,700067
60,5041,976,13006,1012606,13006,27912,13006,5673373,12932,682874
60,2373,973,8992,423161,8991,24143,8992,5687625,8935,722878
60,5178,989,13734,956186,13682,25721,13734,5692750,13639,750749
60,28807,999,26489,5607148,26482,24545,26489,5924638,26273,690461
60,7945,976,16365,1706552,16227,23644,16365,5483005,16282,698118
60,11893,992,18818,2264945,18793,17859,18818,5678003,18690,690123
60,26528,990,32202,5119094,32164,29026,32202,5957069,32034,696885
60,20086,981,28704,3653995,28704,18907,28704,6025221,28498,633797
60,23858,975,27520,4329419,27491,16924,27520,5263037,27308,655470
60,9595,1000,17757,1716444,17757,16422,17757,5974411,17633,695062
60,2075,986,8936,354485,8908,22232,8936,5340777,8874,644441
60,2441,996,9041,420647,9041,15307,9041,5272287,8988,640837
60,13654,994,20478,2676788,20428,28702,20478,5581820,20343,765492
60,23717,981,27585,4679526,27534,20121,27585,5299985,27394,657416
60,13770,992,20535,2524340,20535,20772,20535,7067956,20360,1143194
60,15214,975,22556,3922927,22556,45349,22556,6355428,22408,667141
60,20988,992,29231,3899668,29226,32747,29231,5459491,29024,1268263
60,16520,968,22579,4890468,22579,36160,22579,6720826,22433,683483
60,26675,990,30767,7391943,30767,36731,30767,6795909,30549,735919
60,4090,996,13656,795691,13538,26025,13656,6135767,13553,665662
60,10825,836,17705,1982044,17705,20584,17705,4721682,17597,693320
60,3607,994,14356,657000,14315,23621,14356,5467987,14288,682560
60,12559,1000,21122,2359825,21122,20929,21122,6026402,20966,655653
60,7592,998,18476,1376499,18327,24853,18476,5728511,18379,666220
60,24020,1000,27032,4568525,27026,91709,27032,5722929,26791,721660
60,24616,995,30592,6170808,30568,113792,30592,7451697,30347,755018
60,18738,988,23191,3729427,23184,48634,23191,6050078,22995,655529
60,7737,993,16904,1432827,16790,57351,16904,5560262,16814,656026
60,28935,999,30516,5866627,30516,105682,30516,6472619,30261,716406
60,10717,950,23757,2005353,23607,25548,23757,5307958,23639,659927
60,3429,960,10969,648578,10789,22831,10969,6831993,10920,766159
60,12277,986,19909,2585319,19873,97203,19909,6494633,19802,721124
60,12026,970,21069,2243782,21069,24476,21069,10486991,20935,656263
60,28532,998,33124,5705692,33124,27486,33124,6350048,32867,907824
60,2993,998,12593,731997,12487,34927,12593,6198884,12491,679338
60,14516,948,23696,2929346,23696,25250,23696,5139029,23573,782912
60,14152,986,21013,2721636,21013,24387,21013,5726529,20878,710560
60,16872,999,25764,3356527,25753,23474,25764,5494392,25607,658516
60,4133,971,11912,746100,11912,21639,11912,5506416,11830,657573
60,26957,992,28663,5044823,28663,31603,28663,6071269,28412,658503
60,3959,994,11865,745580,11855,22454,11865,5438124,11778,659893
60,15074,974,25871,2922318,25709,23119,25871,5431813,25729,662178
60,12836,998,21929,2529716,21817,36089,21929,5759667,21756,686294
60,3335,988,12340,607562,12191,21727,12340,5639437,12242,736887
60,21193,975,29474,4161386,29474,26419,29474,5322630,29274,728539
60,24803,999,32361,4891439,32249,24202,32361,6701203,32159,752939
60,28388,989,33001,5844424,32973,26700,33001,5653901,32777,932411
60,1791,978,9204,333849,9113,23301,9204,5644208,9160,744752
60,1294,987,8083,250152,7923,28896,8083,6381457,8035,688080
60,1727,987,10432,309136,10432,27746,10432,5841586,10388,752423
60,19522,997,27261,3981928,27261,28935,27261,5522054,27076,696334
60,5180,983,13839,1779204,13677,44116,13839,7336053,13753,797578
60,8365,990,17784,1770524,17784,24544,17784,7905550,17663,949332
60,4775,995,12092,1224947,11977,78245,12092,7013871,12014,709587
60,17446,972,24119,3420560,24119,24001,24119,5399948,23976,688397
60,20231,992,24665,3974775,24665,24787,24665,5502006,24494,679088
60,6239,995,15690,1225740,15537,20337,15690,5463712,15604,1244995
60,23571,996,27834,6887122,27834,40690,27834,6137432,27597,664780
60,16808,988,25822,3275097,25822,25295,25822,6745508,25679,812467
60,17909,984,27845,3827816,27774,31121,27845,6235411,27699,648173
60,1094,978,8112,170842,8018,46260,8112,5493475,8076,650234
60,6243,980,10851,1128790,10770,71167,10851,5171374,10780,698398
60,22732,984,29806,4326894,29805,31726,29806,5857624,29601,664157
60,5014,975,14890,916031,14883,52632,14890,5691617,14795,662619
60,10836,940,22198,2063788,22073,32897,22198,5444373,22074,643685
60,10190,991,20550,1844141,20542,16545,20550,6201499,20406,645641
60,26319,957,25443,6560398,25402,40993,25443,7344397,25224,751725
60,27930,996,32861,5332467,32846,18044,32861,6487115,32643,1282542
60,4529,986,12390,1658672,12370,35975,12390,7133782,12300,750322
60,18147,973,25155,3662216,25155,37236,25155,5483315,24989,678910
60,24672,997,32254,6591884,32185,45234,32254,7225828,32053,738287
60,29303,995,30123,5534433,30092,21623,30123,5288674,29883,627094
60,6779,982,15187,1181276,15154,14821,15187,5712851,15090,671609
60,6843,971,13496,1301694,13430,15992,13496,5093672,13415,629975
60,27021,994,28503,4895976,28503,23586,28503,5230517,28287,634772
60,3684,992,15035,647116,15023,14990,15035,5714770,14937,769974
60,22328,1000,28971,4073543,28971,179556,28971,5274730,28808,639888
60,32720,993,30923,7019929,30880,76492,30923,11027301,30675,1631563
60,24144,999,30542,7491361,30539,151441,30542,9856793,30311,1164003
60,22258,964,26961,8798193,26961,62880,26961,10539069,26799,1255617
60,9764,996,17849,2525441,17807,75676,17849,12054796,17745,2096896
60,19157,986,26339,8469863,26259,74793,26339,12388502,26178,1366092
60,29764,982,29721,8426282,29721,44378,29721,10288736,29492,1298911
60,6676,998,14737,1796670,14684,70281,14737,10939654,14653,1334779
60,4673,987,11830,1219729,11830,105762,11830,10399961,11753,1144705
60,20161,980,27419,5214745,27382,54104,27419,10247406,27243,1176045
70,7434,973,18041,2466698,18010,100721,18041,15019675,17944,1965123
70,20055,966,27922,6741814,27853,66286,27922,14612024,27772,2359553
70,24574,994,30305,9834834,30092,64056,30305,14574044,30118,1819138
70,21061,981,29987,6381624,29895,58785,29987,12811951,29808,1914719
70,23779,995,32156,10213172,32156,120611,32156,14674047,31982,2149025
70,5200,997,15046,1711596,15046,83975,15046,13622930,14962,2982271
70,13157,991,24442,6023523,24401,115388,24442,14664731,24314,2277709
70,22791,991,31751,7592513,31751,118032,31751,15891817,31549,2551880
70,9898,996,19997,3453147,19938,71416,19997,13974560,19884,1984291
70,24115,990,33330,9092663,33267,107357,33330,14306632,33136,1917329
70,20018,973,31487,6397393,31386,98184,31487,15775610,31316,2539684
70,16822,993,32358,5885801,32248,34879,32358,13773913,32215,3202924
70,6556,980,17130,1535184,17105,41743,17130,7393348,17045,1124376
70,17380,966,26272,3941849,26267,22672,26272,7097938,26123,1085823
70,22183,976,30214,4856493,30189,39974,30214,7274709,30039,1041006
70,4145,998,14163,948672,14082,18829,14163,7227457,14100,1004239
70,19016,999,30471,4180950,30378,18949,30471,7883788,30312,1003937
70,5738,995,15833,1172632,15833,16714,15833,7206867,15742,1048453
70,4072,995,11864,828156,11864,16778,11864,7444257,11790,1018695
70,27903,955,34103,7355552,34103,54964,34103,9712261,33888,1206132
70,9677,984,22296,2123685,22286,21618,22296,7823430,22175,1186422
70,15044,965,23505,3291196,23357,19417,23505,7389401,23373,1148947
70,33369,991,34068,7397847,34068,19162,34068,7838727,33863,1042690
70,27553,988,37522,6572474,37499,26765,37522,7431393,37304,1045497
70,22227,999,32124,5257927,32101,24150,32124,7802202,31939,1112043
70,22179,995,32464,5387014,32441,25496,32464,8004082,32280,1179717
70,27363,974,37189,6023784,37157,25497,37189,7599772,36984,1056420
70,31407,979,35296,10140868,35271,37430,35296,8562172,35069,995441
70,15345,999,24887,3206433,24887,23871,24887,7217358,24768,992714
70,19300,996,28671,4031561,28611,64609,28671,7413931,28528,1061027
70,37792,989,32808,8541678,32798,23000,32808,7163347,32580,1004347
70,3148,955,11056,629895,11005,16566,11056,7013234,10996,1032702
70,13131,981,24359,2784686,24359,27449,24359,8029105,24237,1065062
70,33307,992,30938,7256672,30938,20856,30938,7819787,30709,1058614
70,15365,972,27077,3501750,27026,18537,27077,6953164,26931,1016250
70,20710,978,30209,4549818,30186,22458,30209,7794157,30038,1146725
70,20634,998,31546,4388869,31541,18444,31546,8086613,31379,1038019
70,17816,972,26418,3965313,26418,20116,26418,7595292,26257,1039307
70,29754,999,35878,6503962,35878,19150,35878,8136551,35671,1045258
70,15860,997,29126,3361424,29067,56415,29126,7832448,28984,1026743
70,26832,987,31058,5974092,30971,32589,31058,8201054,30843,1126503
70,20374,1000,33360,4608005,33319,22383,33360,8903036,33185,1730078
70,6658,989,16330,1973845,16231,34286,16330,8691964,16247,1115819
70,25735,999,30606,5409119,30606,19036,30606,8091704,30412,999403
70,17494,977,27214,3729477,27214,17888,27214,7241333,27069,1004369
70,12892,999,22644,2664672,22452,20451,22644,8025961,22527,1067846
70,26941,980,29601,6491319,29573,23009,29601,9373144,29442,1436479
70,5823,994,18425,1557353,18240,25361,18425,8130947,18332,1127244
70,2862,972,12226,586559,12226,19693,12226,7607950,12156,1122763
70,13463,983,26848,3112811,26848,22360,26848,7705246,26716,1328314
70,9896,986,21063,3795600,21027,28582,21063,9584733,20938,1104770
70,9319,993,20084,2530399,20065,42426,20084,9789493,19973,1196635
70,24889,998,33846,6095847,33846,43737,33846,7958322,33646,1054653
70,14085,977,29069,3229074,29069,21786,29069,9110104,28919,1175997
70,31086,998,36874,7180230,36874,23005,36874,7974945,36662,1158585
70,28073,998,33579,6318886,33579,54973,33579,8391663,33368,1168959
70,12738,984,22786,3114758,22786,29597,22786,8441874,22660,1095070
70,3476,950,12186,719508,12071,18248,12186,7592335,12132,1090462
70,33505,979,31117,7669921,31117,43097,31117,10712032,30908,1322207
70,24368,992,35933,5883897,35933,22612,35933,11644691,35747,1050041
70,18229,941,27931,4143192,27931,22176,27931,7144365,27779,1214806
70,5473,997,17648,1320056,17254,63434,17648,8739309,17561,1224244
70,9353,987,18431,2275575,18431,22985,18431,7465428,18337,1441587
70,16479,1000,23521,5811204,23521,29999,23521,9043848,23400,1363366
70,20089,1000,30368,5392672,30355,25571,30368,7857990,30192,1181470
70,22798,993,33373,7981404,33312,35891,33373,8718102,33222,1565642
70,21513,993,29331,6155707,29304,25722,29331,7849774,29158,1142721
70,20519,985,35866,4440376,35676,22302,35866,8192957,35664,1062348
70,11039,998,22210,3046308,22210,23024,22210,7896357,22098,1044581
70,30902,905,30719,6891127,30719,23559,30719,7217648,30492,1345714
70,31064,996,34532,7052365,34532,31961,34532,7950051,34333,1380038
70,16168,975,31076,4331015,31076,54728,31076,8305054,30907,1048678
70,6361,977,16262,1449034,16262,22882,16262,7570196,16162,1087906
70,31317,990,33603,7184574,33603,25873,33603,7333339,33398,1283529
70,20461,976,28016,4596905,28016,21796,28016,8111730,27871,1111657
70,34599,997,33380,7869913,33378,22643,33380,7959203,33136,1117664
70,7828,1000,21272,2484194,21272,25363,21272,8461639,21178,1079859
70,14132,989,29292,3111873,29035,22360,29292,8288166,29133,1292280
70,9592,1000,23642,2248924,23640,32701,23642,7860912,23507,1061462
70,35329,972,32583,8126061,32583,23178,32583,10317181,32360,1401020
70,32139,975,35371,7957895,35371,42799,35371,7515002,35141,1336058
70,15589,984,28797,4861908,28786,27388,28797,8590439,28669,1037951
70,2072,994,10072,468965,10072,21685,10072,7866197,10025,1325421
70,9623,981,18917,2140764,18917,21915,18917,7566673,18821,1045852
70,20316,961,26412,4752372,26377,33399,26412,7798558,26242,1608826
70,12745,988,24515,3097638,24512,20825,24515,9159201,24417,1108151
70,18163,992,30678,6071158,30678,30440,30678,8888492,30482,1093924
70,7806,987,17130,2047846,16934,22854,17130,8530580,17061,1434822
70,31684,987,37215,8428153,37215,26378,37215,7954093,36977,1174999
70,23899,972,29652,7382488,29541,30277,29652,9205151,29493,1075137
70,20630,961,27072,4324026,27070,18566,27072,7392774,26921,1035792
70,26758,982,32814,5922914,32753,18286,32814,6980262,32644,1010736
70,33043,991,33024,7209043,33024,101019,33024,7376903,32780,1002249
70,31109,991,36808,6791297,36808,29735,36808,8167258,36582,1020699
70,5649,978,14738,1144427,14738,18420,14738,7075660,14670,998025
70,5424,973,16332,1102847,16202,14651,16332,7177011,16269,999473
70,25345,955,30768,5339888,30762,16199,30768,9422435,30614,1312295
70,25638,983,35751,6550690,35751,21311,35751,9014028,35570,1214280
70,12173,977,20172,2710183,20172,19595,20172,7870634,20056,1181551
70,23796,983,31084,5210703,31065,23804,31084,10553053,30894,1293925
80,20178,995,31149,5675546,31149,40393,31149,11790412,30988,1740458
80,21597,996,35998,7658041,35939,33480,35998,12110838,35831,1664267
80,11722,949,22214,3039626,22196,21357,22214,10575864,22111,1805122
80,14454,984,28989,3792232,28989,22070,28989,15357592,28849,1652172
80,12890,979,26259,3490721,26020,22619,26259,9808651,26114,1740133
80,42545,997,41276,11300123,41274,25573,41276,10322841,41039,1602798
80,36533,994,42512,9532955,42512,25026,42512,10776021,42276,1766134
80,16318,989,29974,4276151,29857,23695,29974,11703599,29849,1803256
80,37619,1000,39069,10972842,39069,29329,39069,10920831,38875,1681487
80,12366,975,26763,3250002,26491,47690,26763,10514339,26654,1619022
80,33036,989,39969,10716635,39938,27318,39969,13504668,39757,2298174
80,14292,932,26589,4703067,26546,24907,26589,10706353,26468,1688793
